"meet_location","meet_wday","meet_mday","meet_year","racecount","race_number","horse_number","horse_name","horse_sire","horse_trainer","horse_jockey","horse_odds","horse_odds_decimal","horse_place","purse","time_frac1","time_frac2","time_frac3","time_frac4","time_frac5","time_final","track_length","track_type","race_class","dist_frac1","dist_frac2","dist_frac3","dist_frac4","dist_frac5"
"Woodbine","Sunday","August 21","2022",9,9,"6","Flirting Bridge (IRE)","Camelot (GB)","Brendan P. Walsh","Flavien Prat","4/1",4,NA,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"7","Keyflower (FR)","Kheleyf","Mark E. Casse","Kazushi Kimura","10/1",10,5,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"8","Bellagamba (ARG)","Grand Reward","Ignacio Correas, IV","Vincent Cheminaud","6/1",6,NA,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"1","Hall of Dreams","Lemon Drop Kid","Mark E. Casse","Patrick Husbands","12/1",12,2,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"2","Shamateur","Shaman Ghost","Sid C. Attard","Luis Contreras","30/1",30,5,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"3","Ironstone","Mr Speaker","W. V. Armata","Kazushi Kimura","12/1",12,4,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"4","The Minkster","English Channel","Daniel J. Vella","David Moran","10/1",10,5,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"5","Duke of Love","Cupid","Josie Carroll","Justin Stein","5/1",5,5,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"6","Rondure","Oxbow","Katerina Vassilieva","Flavien Prat","3/1",3,5,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"7","Dancin in Da'nile","Pioneerof the Nile","Gail Cox","Shaun Bridgmohan","30/1",30,5,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",10,10,"8","Moira","Ghostzapper","Kevin Attard","Rafael Manuel Hernandez","5/2",2.5,1,1000000,23.75,47.58,71.85,96.33,NA,121.48,"1 1/4M","All Weather Track","Queen's Plate S.","1/4","1/2","3/4","MILE",""
